Player,From,To,Years,G,PTS,TRB,AST,FG%,FG3%,FT%,eFG%,PER,WS,All Star,All NBA,All ABA,All Rookie,All Defensive,AST Champ,Scoring Champ,Most Improved,Sixth Man,DPOY,ROY,AS MVP,CF MVP,Finals MVP,MVP,Championships,NBA 75 Team,ABA All-Time Team,In_Hall_of_fame
Bill Hanzlik,1981,1990,10,748,7.2,2.8,2.8,43.4,21.3,78.1,43.9,11.2,24.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Luke Harangody,2011,2012,2,70,3.6,2.8,0.5,37.6,24.1,73.7,41.5,10.2,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Anfernee Hardaway,1994,2008,15,704,15.2,4.5,5.0,45.8,31.6,77.4,48.6,17.4,61.9,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Tim Hardaway,1990,2003,14,867,17.7,3.3,8.2,43.1,35.5,78.2,49.0,18.6,85.0,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Alan Hardy,1981,1982,2,60,3.2,0.9,0.4,43.1,0.0,64.1,43.1,9.7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
James Hardy,1979,1982,4,249,5.7,5.3,1.3,48.1,33.3,70.0,48.2,11.4,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Jerome Harmon,1995,1995,1,10,4.6,2.3,1.2,39.6,100.0,50.0,40.6,10.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Derek Harper,1984,1999,16,1199,13.3,2.4,5.5,46.3,35.4,74.5,50.3,16.0,86.8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Mike Harper,1981,1982,2,123,5.0,3.5,0.6,47.4,0.0,55.9,47.4,11.3,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Ron Harper,1987,2001,15,1009,13.8,4.3,3.9,44.6,28.9,72.0,46.8,15.6,65.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0.0
Matt Harpring,1999,2009,11,665,11.5,5.1,1.4,48.1,33.3,75.3,49.4,15.3,41.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Josh Harrellson,2012,2014,3,75,3.5,3.0,0.3,43.8,34.7,62.9,50.6,13.4,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Adam Harrington,2003,2003,1,19,1.6,0.4,0.6,29.7,35.7,75.0,36.5,7.4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Al Harrington,1999,2014,16,981,13.5,5.6,1.7,44.4,35.2,72.7,48.7,14.3,42.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Junior Harrington,2003,2007,5,140,5.2,2.7,3.1,37.1,27.4,68.9,38.4,7.1,-0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Othella Harrington,1997,2008,12,709,7.4,4.4,0.6,50.5,0.0,73.8,50.5,12.5,23.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Elias Harris,2014,2014,1,2,0.0,0.5,0.5,0.0,23.4,67.6,0.0,7.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Lucious Harris,1994,2005,12,800,7.2,2.3,1.4,42.6,34.8,79.0,46.5,12.8,28.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Mike Harris,2008,2014,7,54,3.4,2.1,0.2,46.4,0.0,78.2,46.4,14.4,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Steve Harris,1986,1990,5,207,7.0,1.8,1.1,43.4,5.0,84.2,43.5,13.3,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Terrel Harris,2012,2013,2,42,2.3,1.8,0.8,30.0,17.0,67.7,33.6,3.5,-0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
Tony Harris,1991,1995,5,14,4.9,0.8,0.6,29.1,25.0,86.8,31.8,9.7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
David Harrison,2005,2008,4,189,5.0,2.9,0.2,53.0,14.2,52.5,53.0,10.9,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Jason Hart,2001,2010,10,341,4.8,1.7,2.3,41.7,31.5,78.8,43.9,12.2,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Antonio Harvey,1994,2003,10,187,3.0,2.3,0.3,40.7,33.3,51.1,40.8,9.7,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Donnell Harvey,2001,2005,5,205,5.6,4.0,0.8,46.0,10.0,65.9,46.0,12.5,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Scott Haskin,1994,1994,1,27,2.0,2.0,0.2,46.7,17.7,68.4,46.7,11.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Trenton Hassell,2002,2010,9,644,5.8,2.8,1.8,44.5,31.8,76.5,45.9,8.4,13.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Joe Hassett,1978,1983,6,292,5.9,1.1,1.3,42.1,33.6,86.1,47.8,12.9,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
Scott Hastings,1983,1993,11,578,2.8,2.2,0.5,44.1,29.2,81.1,45.2,9.2,9.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
Kirk Haston,2002,2003,2,27,1.2,1.0,0.3,23.2,0.0,50.0,23.2,-1.5,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Steve Hawes,1975,1984,10,688,8.4,6.2,1.9,48.3,29.8,79.0,48.5,14.3,37.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Hersey Hawkins,1989,2001,13,983,14.7,3.6,2.9,46.1,39.4,87.0,51.8,16.3,90.6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Juaquin Hawkins,2003,2003,1,58,2.3,1.3,0.8,38.5,41.7,50.0,41.9,7.3,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Michael Hawkins,1997,2001,5,75,1.8,0.9,1.6,37.7,30.5,80.0,44.6,8.6,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Chuck Hayes,2006,2016,11,644,3.7,5.0,1.2,49.8,0.0,62.0,49.8,12.2,28.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Elvin Hayes,1969,1984,16,1303,21.0,12.5,1.8,45.2,14.7,67.0,45.2,17.7,120.8,12,6,0,1,2,0,1,0,0,0,0,0,0,0,0,1,1,0,1.0
Jarvis Hayes,2004,2010,7,427,8.3,3.1,1.1,41.5,35.6,79.8,47.4,10.8,10.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Steve Hayes,1982,1986,5,212,2.6,2.5,0.4,48.2,0.0,50.0,48.2,8.4,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Lazar Hayward,2011,2013,3,72,2.9,1.3,0.5,34.7,26.9,76.7,39.9,9.0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Brendan Haywood,2002,2015,14,816,6.8,6.0,0.5,52.8,0.0,58.7,52.8,14.6,43.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
Spencer Haywood,1970,1983,14,844,20.3,10.3,1.8,46.9,5.3,79.6,46.9,19.1,78.5,5,4,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1.0
Luther Head,2006,2011,6,348,8.2,2.4,2.1,42.3,38.8,77.3,51.5,12.3,14.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Shane Heal,1997,2004,8,49,2.0,0.4,0.8,27.3,28.9,70.0,37.2,5.0,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Gar Heard,1971,1981,11,787,8.7,7.5,1.6,41.4,0.0,65.4,41.4,13.1,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Alvin Heggs,1996,1996,1,4,2.0,0.5,0.0,60.0,23.4,66.7,60.0,20.7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Alan Henderson,1996,2007,12,652,7.8,5.0,0.6,46.9,19.2,63.9,46.9,14.5,28.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0
Cedric Henderson,1987,1987,1,8,1.4,1.0,0.0,50.0,23.4,100.0,50.0,15.3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Cedric Henderson,1998,2002,5,260,7.3,2.9,1.6,43.6,14.0,71.5,43.7,9.2,3.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Dave Henderson,1988,1988,1,22,5.7,1.6,1.5,40.5,0.0,68.1,40.5,6.7,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Gerald Henderson,1980,1992,13,871,8.9,1.7,3.6,47.2,33.2,77.6,48.7,13.4,32.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.0
J.R. Henderson,1999,1999,1,30,3.2,1.6,0.7,36.5,40.0,55.6,37.5,9.0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Jerome Henderson,1986,1987,2,7,2.3,1.1,0.0,37.5,17.7,100.0,37.5,0.7,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Kevin Henderson,1987,1988,2,22,3.0,1.1,1.5,39.3,0.0,60.7,39.3,6.4,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Tom Henderson,1975,1983,9,650,9.4,2.3,4.8,43.3,0.0,73.9,43.3,12.8,22.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
Mark Hendrickson,1997,2000,4,114,3.3,2.8,0.6,41.6,16.7,80.3,42.1,10.6,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Carl Henry,1986,1986,1,28,2.8,0.7,0.1,46.3,40.0,70.6,49.3,12.5,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Conner Henry,1987,1988,2,93,3.3,0.9,1.1,37.8,37.9,75.7,43.5,9.7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Skeeter Henry,1994,1994,1,4,1.0,0.5,1.0,20.0,0.0,50.0,20.0,5.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Xavier Henry,2011,2015,5,185,5.7,1.9,0.6,40.6,32.5,63.5,42.8,9.3,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Steve Henson,1991,1999,9,238,3.1,0.7,2.0,40.3,43.2,86.9,48.6,11.5,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Chris Herren,2000,2001,2,70,3.2,1.0,2.4,33.6,32.8,69.2,42.7,7.8,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Carl Herrera,1992,1999,8,465,5.3,3.6,0.6,47.6,14.3,64.3,47.6,10.5,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0
Walter Herrmann,2007,2009,3,152,5.4,2.1,0.4,45.8,38.1,78.6,54.2,14.0,4.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Keith Herron,1979,1982,4,124,9.8,2.0,1.4,43.8,16.7,85.8,43.9,12.6,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
J.J. Hickson,2009,2016,8,534,9.5,6.8,0.8,50.5,0.0,61.7,50.5,16.1,21.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Cory Higgins,2012,2013,2,44,3.7,0.9,0.9,32.4,20.0,69.4,33.8,4.7,-1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Mike Higgins,1990,1991,2,18,1.7,0.5,0.3,50.0,23.4,70.6,50.0,7.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Rod Higgins,1983,1995,13,779,9.0,3.6,1.6,46.5,34.2,80.8,49.8,13.5,37.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Sean Higgins,1991,1998,8,220,6.3,1.8,1.0,42.8,32.1,85.0,46.4,9.5,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Kenny Higgs,1979,1982,4,216,6.8,1.8,4.4,44.1,14.5,80.4,44.4,11.6,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Johnny High,1980,1984,5,274,5.1,2.3,1.9,43.5,10.5,61.9,43.7,9.4,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Armond Hill,1977,1984,8,468,6.9,2.0,4.7,40.8,7.7,82.9,40.8,10.2,11.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Grant Hill,1995,2013,19,1026,16.7,6.0,4.1,48.3,31.4,76.9,49.2,19.0,99.9,7,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0
Steven Hill,2009,2009,1,1,2.0,3.0,0.0,100.0,14.2,62.5,100.0,88.3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Tyrone Hill,1991,2004,14,801,9.4,8.6,0.8,50.2,0.0,64.3,50.2,14.0,56.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Kirk Hinrich,2004,2016,13,879,10.9,2.9,4.8,41.1,37.5,80.0,48.0,12.8,52.5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Roy Hinson,1984,1991,8,507,14.2,6.8,1.0,49.9,0.0,74.1,49.9,14.7,30.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Robert Hite,2007,2007,1,12,4.3,1.3,0.7,31.7,21.7,66.7,35.8,7.4,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Darington Hobson,2012,2012,1,5,0.8,0.6,1.2,15.4,0.0,73.7,15.4,-3.3,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Donald Hodge,1992,1996,5,249,4.7,3.2,0.8,43.7,28.6,71.1,43.9,10.5,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Julius Hodge,2006,2007,2,23,1.2,0.7,0.8,44.0,27.9,50.0,44.0,10.7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Craig Hodges,1983,1992,10,695,8.5,1.3,2.5,46.1,40.0,82.8,51.6,11.8,27.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0
Fred Hoiberg,1996,2005,10,541,5.4,2.7,1.6,43.1,39.6,85.4,51.4,13.7,27.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Randy Holcomb,2006,2006,1,4,0.5,0.3,0.0,100.0,23.4,67.6,100.0,8.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Brad Holland,1980,1982,3,93,3.2,0.6,0.7,40.3,19.0,74.6,41.0,10.2,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
Lionel Hollins,1976,1985,10,673,11.6,2.4,4.5,44.4,14.9,74.1,44.5,13.0,22.9,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
Ryan Hollins,2007,2016,10,518,3.7,2.2,0.3,58.4,0.0,64.9,58.4,11.0,10.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Michael Holton,1985,1990,6,325,6.2,1.4,3.0,44.1,25.7,80.7,44.9,10.5,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Jerald Honeycutt,1998,1999,2,54,5.1,1.9,0.7,39.1,36.2,63.2,45.8,10.6,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Tyler Honeycutt,2012,2013,2,24,1.2,1.0,0.4,31.4,20.0,71.4,32.9,8.1,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Derek Hood,2000,2000,1,2,0.0,0.5,0.0,0.0,23.4,67.6,0.0,-24.2,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Dave Hoppen,1988,1993,6,169,5.0,3.8,0.6,51.8,20.0,75.1,51.9,11.3,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Dennis Hopson,1988,1992,5,334,10.9,2.8,1.6,43.1,27.1,76.5,44.0,13.3,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
Cedrick Hordges,1981,1982,2,145,7.6,5.9,1.2,47.5,18.8,63.9,47.7,10.6,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
